"CustomerID","VehicleAttribute","VehicleAttributeDetails"
"Cust23276","VehicleYOM","1998"
"Cust29244","VehicleYOM","2010"
"Cust3315","VehicleID","Vehicle27551"
"Cust21158","VehicleModel","TL"
"Cust19328","VehicleYOM","1998"
"Cust4299","VehicleMake","Audi"
"Cust12286","VehicleYOM","2003"
"Cust17529","VehicleYOM","1999"
"Cust19359","VehicleID","Vehicle23513"
"Cust1938","VehicleMake","Jeep"
"Cust2798","VehicleYOM","1996"
"Cust30460","VehicleID","Vehicle8085"
"Cust24048","VehicleYOM","2014"
"Cust33684","VehicleModel","Jetta"
"Cust14534","VehicleYOM","2003"
"Cust13921","VehicleID","Vehicle28340"
"Cust22426","VehicleMake","Ford"
"Cust8283","VehicleID","Vehicle17606"
"Cust25624","VehicleID","Vehicle30037"
"Cust34865","VehicleModel","Legacy"
"Cust21939","VehicleModel","A5"
"Cust21758","VehicleMake","Nissan"
"Cust35276","VehicleMake","Volkswagen"
"Cust38224","VehicleID","Vehicle34124"
"Cust21574","VehicleID","Vehicle21644"
"Cust13519","VehicleYOM","2004"
"Cust7991","VehicleID","Vehicle7420"
"Cust7575","VehicleModel","Pathfinder"
"Cust22690","VehicleID","Vehicle23677"
"Cust18661","VehicleModel","ML350"
"Cust5756","VehicleMake","Accura"
"Cust37505","VehicleYOM","2007"
"Cust24402","VehicleYOM","2004"
"Cust25480","VehicleModel","Passat"
"Cust2978","VehicleID","Vehicle20595"
"Cust28484","VehicleYOM","2007"
"Cust37433","VehicleModel","Malibu"
"Cust16239","VehicleYOM","2013"
"Cust22936","VehicleID","Vehicle26155"
"Cust3368","VehicleYOM","2013"
"Cust34360","VehicleYOM","2000"
"Cust22548","VehicleModel","Tahoe"
"Cust25959","VehicleID","Vehicle22382"
"Cust14829","VehicleMake","Ford"
"Cust35500","VehicleYOM","1999"
"Cust36605","VehicleYOM","2000"
"Cust38837","VehicleModel","X6"
"Cust2773","VehicleID","Vehicle12898"
"Cust30442","VehicleYOM","2013"
"Cust8599","VehicleID","Vehicle30184"
"Cust24555","VehicleYOM","2006"
"Cust11827","VehicleModel","Highlander"
"Cust4987","VehicleID","Vehicle4227"
"Cust6135","VehicleYOM","2003"
"Cust16720","VehicleMake","Audi"
"Cust28323","VehicleMake","Nissan"
"Cust11273","VehicleModel","Neon"
"Cust29506","VehicleYOM","2013"
"Cust24096","VehicleYOM","2002"
"Cust17293","VehicleYOM","1999"
"Cust3358","VehicleModel","X5"
"Cust6670","VehicleMake","Suburu"
"Cust17026","VehicleID","Vehicle28704"
"Cust16694","VehicleMake","Dodge"
"Cust9517","VehicleYOM","2009"
"Cust3951","VehicleID","Vehicle19077"
"Cust30710","VehicleYOM","1997"
"Cust9205","VehicleMake","Ford"
"Cust1735","VehicleID","Vehicle32302"
"Cust6138","VehicleID","Vehicle5743"
"Cust11345","VehicleModel","Ultima"
"Cust26452","VehicleYOM","2004"
"Cust7038","VehicleYOM","2011"
"Cust28949","VehicleYOM","2005"
"Cust2196","VehicleYOM","2008"
"Cust2840","VehicleYOM","2001"
"Cust16323","VehicleModel","MDX"
"Cust1530","VehicleModel","X5"
"Cust21233","VehicleYOM","2000"
"Cust16699","VehicleID","Vehicle10629"
"Cust25906","VehicleMake","Jeep"
"Cust18748","VehicleID","Vehicle31014"
"Cust13801","VehicleModel","Grand Cherokee"
"Cust1844","VehicleID","Vehicle19102"
"Cust5928","VehicleYOM","1995"
"Cust35321","VehicleMake","Accura"
"Cust34760","VehicleMake","Jeep"
"Cust15994","VehicleYOM","2005"
"Cust36073","VehicleID","Vehicle21223"
"Cust27516","VehicleID","Vehicle30232"
"Cust2872","VehicleMake","Chevrolet"
"Cust34670","VehicleModel","A5"
"Cust19585","VehicleYOM","2007"
"Cust20240","VehicleID","Vehicle8897"
"Cust22506","VehicleYOM","2005"
"Cust4401","VehicleID","Vehicle35419"
"Cust22915","VehicleMake","Chevrolet"
"Cust18516","VehicleYOM","2012"
"Cust8077","VehicleID","Vehicle29692"
"Cust32699","VehicleMake","Suburu"
"Cust12724","VehicleYOM","2005"
"Cust30320","VehicleModel","Accord"
"Cust7888","VehicleMake","Saab"
"Cust6444","VehicleYOM","2005"
"Cust19108","VehicleID","Vehicle32033"
"Cust17872","VehicleYOM","1998"
"Cust17938","VehicleID","Vehicle37621"
"Cust3838","VehicleMake","Dodge"
"Cust20481","VehicleModel","F150"
"Cust25719","VehicleYOM","2003"
"Cust19138","VehicleMake","Saab"
"Cust26993","VehicleModel","Legacy"
"Cust12191","VehicleModel","X5"
"Cust37048","VehicleYOM","2010"
"Cust1345","VehicleID","Vehicle37095"
"Cust32096","VehicleYOM","2008"
"Cust31804","VehicleMake","Honda"
"Cust35490","VehicleModel","Jetta"
"Cust27823","VehicleYOM","1997"
"Cust32481","VehicleYOM","1995"
"Cust29676","VehicleID","Vehicle16241"
"Cust2090","VehicleModel","C300"
"Cust22315","VehicleID","Vehicle17668"
"Cust6981","VehicleYOM","2002"
"Cust33005","VehicleMake","Honda"
"Cust35851","VehicleMake","Saab"
"Cust36979","VehicleMake","Saab"
"Cust29341","VehicleModel","Corolla"
"Cust23563","VehicleMake","Accura"
"Cust21396","VehicleYOM","2012"
"Cust35123","VehicleID","Vehicle9602"
"Cust31431","VehicleModel","Passat"
"Cust32541","VehicleModel","Maxima"
"Cust36635","VehicleID","Vehicle8379"
"Cust3583","VehicleYOM","2002"
"Cust36505","VehicleMake","Saab"
"Cust15320","VehicleID","Vehicle22702"
"Cust33875","VehicleID","Vehicle31762"
"Cust7674","VehicleYOM","2001"
"Cust14411","VehicleMake","Ford"
"Cust7816","VehicleID","Vehicle2077"
"Cust22725","VehicleMake","Jeep"
"Cust35149","VehicleModel","Neon"
"Cust24177","VehicleID","Vehicle13131"
"Cust18439","VehicleYOM","2013"
"Cust33705","VehicleYOM","2010"
"Cust19332","VehicleMake","Jeep"
"Cust39038","VehicleYOM","2008"
"Cust16248","VehicleID","Vehicle34017"
"Cust30454","VehicleYOM","1998"
"Cust34425","VehicleMake","Nissan"
"Cust6553","VehicleYOM","2006"
"Cust14385","VehicleModel","A3"
"Cust7585","VehicleID","Vehicle2545"
"Cust21228","VehicleYOM","1999"
"Cust20059","VehicleModel","Accord"
"Cust38085","VehicleMake","Toyota"
"Cust38131","VehicleModel","95"
"Cust26899","VehicleModel","C300"
"Cust37582","VehicleYOM","1997"
"Cust7545","VehicleMake","Dodge"
"Cust19212","VehicleMake","Saab"
"Cust22525","VehicleModel","Fusion"
"Cust1644","VehicleModel","A3"
"Cust16931","VehicleID","Vehicle26228"
"Cust22031","VehicleID","Vehicle17137"
"Cust2021","VehicleYOM","2003"
"Cust3158","VehicleModel","Impreza"
"Cust19732","VehicleModel","93"
"Cust32656","VehicleMake","Dodge"
"Cust16522","VehicleYOM","2010"
"Cust34029","VehicleModel","Impreza"
"Cust31000","VehicleMake","Toyota"
"Cust11240","VehicleID","Vehicle11020"
"Cust21916","VehicleID","Vehicle32487"
"Cust32240","VehicleMake","Dodge"
"Cust17191","VehicleYOM","2000"
"Cust1499","VehicleID","Vehicle1684"
"Cust14202","VehicleModel","A3"
"Cust15171","VehicleMake","Suburu"
"Cust34120","VehicleModel","A5"
"Cust14563","VehicleModel","93"
"Cust2454","VehicleMake","Chevrolet"
"Cust17539","VehicleMake","Accura"
"Cust13555","VehicleModel","M5"
"Cust10924","VehicleMake","Nissan"
"Cust20628","VehicleID","Vehicle2659"
"Cust11432","VehicleMake","BMW"
"Cust34718","VehicleMake","Suburu"
"Cust25591","VehicleMake","Volkswagen"
"Cust27538","VehicleModel","Forrestor"
"Cust23846","VehicleModel","MDX"
"Cust8945","VehicleID","Vehicle27031"
"Cust3933","VehicleMake","BMW"
"Cust6594","VehicleID","Vehicle37066"
"Cust19841","VehicleID","Vehicle22364"
"Cust28815","VehicleYOM","1999"
"Cust16534","VehicleModel","Wrangler"
"Cust29555","VehicleMake","Volkswagen"
"Cust2989","VehicleYOM","1998"
"Cust29666","VehicleYOM","2010"
"Cust17614","VehicleModel","Civic"
"Cust15284","VehicleMake","Jeep"
"Cust8002","VehicleID","Vehicle34491"
"Cust1253","VehicleID","Vehicle38565"
"Cust18669","VehicleModel","RAM"
"Cust37802","VehicleYOM","1998"
"Cust39108","VehicleMake","Suburu"
"Cust15928","VehicleYOM","2004"
"Cust26910","VehicleYOM","1998"
"Cust10826","VehicleMake","Volkswagen"
"Cust5982","VehicleMake","Suburu"
"Cust34095","VehicleYOM","2004"
"Cust1829","VehicleID","Vehicle20344"
"Cust14742","VehicleYOM","2015"
"Cust19089","VehicleModel","Silverado"
"Cust38518","VehicleYOM","1999"
"Cust1263","VehicleModel","Passat"
"Cust2273","VehicleModel","Malibu"
"Cust15994","VehicleModel","A3"
"Cust30223","VehicleMake","Ford"
"Cust31468","VehicleModel","A5"
"Cust10899","VehicleMake","Toyota"
"Cust19940","VehicleModel","F150"
"Cust10878","VehicleYOM","2001"
"Cust11036","VehicleID","Vehicle5472"
"Cust35992","VehicleID","Vehicle20914"
"Cust35454","VehicleModel","A3"
"Cust3947","VehicleYOM","2008"
"Cust30076","VehicleModel","Forrestor"
"Cust26628","VehicleModel","Malibu"
"Cust17769","VehicleMake","Jeep"
"Cust16396","VehicleYOM","2008"
"Cust6484","VehicleMake","Ford"
"Cust11088","VehicleYOM","2006"
"Cust26003","VehicleYOM","2000"
"Cust38417","VehicleModel","Corolla"
"Cust37512","VehicleID","Vehicle12819"
"Cust34256","VehicleYOM","2006"
"Cust13817","VehicleModel","Wrangler"
"Cust25303","VehicleYOM","1996"
"Cust36824","VehicleModel","Tahoe"
"Cust10871","VehicleMake","Honda"
"Cust30172","VehicleMake","Chevrolet"
"Cust25300","VehicleModel","A3"
"Cust12545","VehicleMake","Suburu"
"Cust34944","VehicleYOM","1998"
"Cust5675","VehicleYOM","2011"
"Cust13182","VehicleMake","Jeep"
"Cust13984","VehicleModel","Passat"
"Cust19476","VehicleID","Vehicle25591"
"Cust21008","VehicleMake","Jeep"
"Cust11100","VehicleYOM","2014"
"Cust3928","VehicleModel","Forrestor"
"Cust30605","VehicleYOM","1999"
"Cust19790","VehicleModel","Highlander"
"Cust7141","VehicleMake","Ford"
"Cust26509","VehicleYOM","2010"
"Cust33488","VehicleYOM","2001"
"Cust28795","VehicleYOM","1996"
"Cust5212","VehicleMake","Audi"
"Cust35856","VehicleModel","X6"
"Cust37443","VehicleMake","Mercedes"
"Cust16949","VehicleMake","Honda"
"Cust6223","VehicleID","Vehicle19901"
"Cust31269","VehicleMake","Toyota"
"Cust26646","VehicleYOM","1998"
"Cust29392","VehicleModel","Tahoe"
"Cust10458","VehicleModel","F150"
"Cust30212","VehicleYOM","1998"
"Cust11356","VehicleID","Vehicle31511"
"Cust3714","VehicleYOM","2006"
"Cust39267","VehicleMake","Saab"
"Cust23125","VehicleID","Vehicle19330"
"Cust8857","VehicleID","Vehicle10494"
"Cust6247","VehicleModel","Grand Cherokee"
"Cust19998","VehicleMake","Suburu"
"Cust2688","VehicleYOM","2008"
"Cust17164","VehicleID","Vehicle6949"
"Cust12564","VehicleYOM","2008"
"Cust21958","VehicleModel","95"
"Cust17000","VehicleID","Vehicle3280"
"Cust6285","VehicleYOM","2005"
"Cust29969","VehicleModel","Camry"
"Cust30792","VehicleMake","Saab"
"Cust29342","VehicleID","Vehicle7844"
"Cust32608","VehicleID","Vehicle28729"
"Cust17274","VehicleModel","M5"
"Cust23219","VehicleYOM","2012"
"Cust9569","VehicleMake","BMW"
"Cust16678","VehicleModel","Legacy"
"Cust5938","VehicleYOM","2014"
"Cust26046","VehicleModel","Legacy"
"Cust24807","VehicleMake","Toyota"
"Cust25476","VehicleModel","RSX"
"Cust35311","VehicleYOM","2006"
"Cust22611","VehicleModel","Escape"
"Cust22561","VehicleID","Vehicle24058"
"Cust19302","VehicleID","Vehicle6683"
"Cust13263","VehicleMake","BMW"
"Cust9373","VehicleYOM","2013"
"Cust31035","VehicleModel","93"
"Cust38760","VehicleID","Vehicle13565"
"Cust18329","VehicleMake","Chevrolet"
"Cust8752","VehicleYOM","2000"
"Cust11465","VehicleYOM","2008"
"Cust7217","VehicleMake","Accura"
"Cust31869","VehicleID","Vehicle35755"
"Cust16441","VehicleModel","RAM"
"Cust23015","VehicleMake","Chevrolet"
"Cust1670","VehicleModel","Maxima"
"Cust33101","VehicleModel","93"
"Cust20451","VehicleYOM","2002"
"Cust20090","VehicleMake","Jeep"
"Cust4103","VehicleYOM","1996"
"Cust26538","VehicleModel","X5"
"Cust34261","VehicleYOM","2002"
"Cust9486","VehicleYOM","2010"
"Cust32698","VehicleID","Vehicle23031"
"Cust30086","VehicleYOM","2008"
"Cust13284","VehicleMake","Volkswagen"
"Cust19798","VehicleMake","Chevrolet"
"Cust23945","VehicleModel","CRV"
"Cust10595","VehicleID","Vehicle13274"
"Cust20481","VehicleMake","Chevrolet"
"Cust28316","VehicleModel","3 Series"
"Cust12500","VehicleMake","Chevrolet"
"Cust8014","VehicleMake","Jeep"
"Cust31075","VehicleYOM","2008"
"Cust19914","VehicleModel","Forrestor"
"Cust30218","VehicleID","Vehicle5549"
"Cust12054","VehicleID","Vehicle35865"
"Cust21951","VehicleModel","E400"
"Cust15743","VehicleModel","Tahoe"
"Cust34196","VehicleMake","Accura"
"Cust18255","VehicleModel","M5"
"Cust16687","VehicleYOM","1998"
"Cust21116","VehicleID","Vehicle4397"
"Cust12984","VehicleMake","Audi"
"Cust32542","VehicleModel","Fusion"
"Cust6975","VehicleMake","Honda"
"Cust28466","VehicleYOM","2006"
"Cust24006","VehicleModel","92x"
"Cust35827","VehicleMake","Nissan"
"Cust18078","VehicleModel","Wrangler"
"Cust25205","VehicleModel","Ultima"
"Cust28558","VehicleModel","E400"
"Cust16852","VehicleMake","Toyota"
"Cust20803","VehicleYOM","2007"
"Cust3565","VehicleModel","93"
"Cust30418","VehicleMake","Toyota"
"Cust21558","VehicleModel","93"
"Cust5488","VehicleModel","Wrangler"
"Cust16792","VehicleMake","Suburu"
"Cust6363","VehicleYOM","1999"
"Cust19539","VehicleID","Vehicle5103"
"Cust37558","VehicleMake","Dodge"
"Cust21928","VehicleID","Vehicle27462"
"Cust8825","VehicleMake","Suburu"
"Cust26223","VehicleModel","TL"
"Cust11589","VehicleMake","Nissan"
"Cust35019","VehicleID","Vehicle36418"
"Cust18389","VehicleMake","Mercedes"
"Cust28611","VehicleMake","Jeep"
"Cust37176","VehicleYOM","2003"
"Cust25606","VehicleYOM","1998"
"Cust24776","VehicleID","Vehicle20544"
"Cust20906","VehicleMake","Honda"
"Cust26918","VehicleYOM","2005"
"Cust36430","VehicleModel","95"
"Cust30368","VehicleModel","Civic"
"Cust11602","VehicleModel","Tahoe"
"Cust22813","VehicleYOM","2002"
"Cust1631","VehicleMake","Chevrolet"
"Cust15384","VehicleMake","Ford"
"Cust14980","VehicleMake","Chevrolet"
"Cust16399","VehicleModel","Pathfinder"
"Cust30108","VehicleYOM","2005"
"Cust37495","VehicleYOM","2005"
"Cust27834","VehicleID","Vehicle23230"
"Cust27489","VehicleYOM","1997"
"Cust22311","VehicleMake","???"
"Cust24604","VehicleMake","Chevrolet"
"Cust14014","VehicleID","Vehicle34900"
"Cust24120","VehicleMake","BMW"
"Cust13190","VehicleYOM","2013"
"Cust2914","VehicleID","Vehicle36285"
"Cust27007","VehicleMake","Ford"
"Cust32434","VehicleMake","Saab"
"Cust4503","VehicleYOM","1998"
"Cust31631","VehicleID","Vehicle27469"
"Cust31310","VehicleModel","A3"
"Cust14924","VehicleMake","Ford"
"Cust3550","VehicleMake","Nissan"
"Cust22573","VehicleMake","Mercedes"
"Cust23302","VehicleYOM","2009"
"Cust10942","VehicleModel","95"
"Cust19252","VehicleID","Vehicle39333"
"Cust10692","VehicleMake","Accura"
"Cust28593","VehicleMake","Suburu"
"Cust12272","VehicleID","Vehicle7861"
"Cust36604","VehicleID","Vehicle23949"
"Cust6603","VehicleModel","Neon"
"Cust17113","VehicleID","Vehicle27987"
"Cust3539","VehicleID","Vehicle31344"
"Cust33877","VehicleYOM","2006"
"Cust31848","VehicleMake","Saab"
"Cust34065","VehicleModel","MDX"
"Cust20927","VehicleID","Vehicle24197"
"Cust38900","VehicleID","Vehicle10815"
"Cust29943","VehicleMake","Mercedes"
"Cust1007","VehicleYOM","2012"
"Cust35386","VehicleModel","Escape"
"Cust33749","VehicleModel","MDX"
"Cust35493","VehicleMake","Volkswagen"
"Cust7499","VehicleID","Vehicle38367"
"Cust17815","VehicleYOM","1996"
"Cust8131","VehicleMake","Toyota"
"Cust6951","VehicleID","Vehicle35455"
"Cust28166","VehicleYOM","2001"
"Cust11879","VehicleMake","Toyota"
"Cust37917","VehicleModel","Highlander"
"Cust7794","VehicleModel","Maxima"
"Cust11940","VehicleMake","Suburu"
"Cust1468","VehicleYOM","2007"
"Cust5230","VehicleID","Vehicle34509"
"Cust39206","VehicleYOM","2004"
"Cust1323","VehicleModel","3 Series"
"Cust12337","VehicleYOM","2005"
"Cust2094","VehicleMake","Audi"
"Cust20323","VehicleID","Vehicle16526"
"Cust3520","VehicleMake","Mercedes"
"Cust5499","VehicleMake","Mercedes"
"Cust32569","VehicleID","Vehicle14688"
"Cust15384","VehicleYOM","2013"
"Cust13200","VehicleModel","MDX"
"Cust9348","VehicleModel","TL"
"Cust2282","VehicleMake","???"
"Cust27771","VehicleID","Vehicle14097"
"Cust12648","VehicleYOM","2002"
"Cust34291","VehicleID","Vehicle2796"
"Cust15315","VehicleMake","Saab"
"Cust16315","VehicleYOM","2000"
"Cust33694","VehicleModel","Wrangler"
"Cust23851","VehicleMake","Toyota"
"Cust5933","VehicleID","Vehicle36987"
"Cust29145","VehicleID","Vehicle32247"
"Cust12660","VehicleModel","MDX"
"Cust30996","VehicleModel","Wrangler"
"Cust8436","VehicleYOM","1998"
"Cust32583","VehicleID","Vehicle1775"
"Cust19529","VehicleModel","Fusion"
"Cust25720","VehicleID","Vehicle9231"
"Cust10155","VehicleID","Vehicle31181"
"Cust3110","VehicleID","Vehicle39513"
"Cust14323","VehicleMake","Suburu"
"Cust4467","VehicleMake","Volkswagen"
"Cust36835","VehicleMake","Toyota"
"Cust11677","VehicleID","Vehicle8563"
"Cust32985","VehicleMake","BMW"
"Cust19832","VehicleModel","Corolla"
"Cust15867","VehicleMake","Toyota"
"Cust35256","VehicleYOM","2005"
"Cust34091","VehicleMake","Suburu"
"Cust37446","VehicleMake","Mercedes"
"Cust34195","VehicleID","Vehicle20509"
"Cust36557","VehicleYOM","2011"
"Cust32192","VehicleMake","Honda"
"Cust17407","VehicleID","Vehicle38183"
"Cust4179","VehicleModel","MDX"
"Cust32446","VehicleYOM","2007"
"Cust25908","VehicleMake","Nissan"
"Cust4825","VehicleID","Vehicle35045"
"Cust35326","VehicleID","Vehicle20231"
"Cust5798","VehicleModel","Pathfinder"
"Cust4407","VehicleID","Vehicle39647"
"Cust35059","VehicleMake","Dodge"
"Cust11249","VehicleID","Vehicle4813"
"Cust35205","VehicleYOM","2003"
"Cust7480","VehicleMake","Ford"
"Cust13749","VehicleYOM","2009"
"Cust26676","VehicleModel","Grand Cherokee"
"Cust20937","VehicleYOM","1996"
"Cust4476","VehicleMake","Jeep"
"Cust20722","VehicleModel","Malibu"
"Cust34019","VehicleMake","BMW"
"Cust36019","VehicleID","Vehicle25115"
"Cust23736","VehicleMake","BMW"
"Cust35441","VehicleModel","Legacy"
"Cust5873","VehicleID","Vehicle2054"
"Cust15615","VehicleModel","Legacy"
"Cust35636","VehicleID","Vehicle9466"
"Cust14645","VehicleModel","TL"
"Cust12549","VehicleModel","Impreza"
"Cust1324","VehicleID","Vehicle17066"
"Cust28413","VehicleYOM","2013"
"Cust28120","VehicleYOM","2005"
"Cust38759","VehicleID","Vehicle29256"
"Cust1644","VehicleMake","Audi"
"Cust12338","VehicleYOM","2007"
"Cust24500","VehicleID","Vehicle2896"
"Cust9296","VehicleID","Vehicle36128"
"Cust12743","VehicleMake","Chevrolet"
"Cust28207","VehicleModel","A5"
"Cust22167","VehicleID","Vehicle34129"
"Cust35359","VehicleID","Vehicle35141"
"Cust36646","VehicleID","Vehicle25014"
"Cust27423","VehicleID","Vehicle20186"
"Cust23548","VehicleModel","Legacy"
"Cust3620","VehicleMake","Toyota"
"Cust26369","VehicleModel","Camry"
"Cust34994","VehicleModel","Jetta"
"Cust27389","VehicleMake","Honda"
"Cust36187","VehicleYOM","2005"
"Cust27058","VehicleModel","Civic"
"Cust24671","VehicleMake","Honda"
"Cust13835","VehicleMake","Dodge"
"Cust15105","VehicleYOM","2010"
"Cust4193","VehicleID","Vehicle33622"
"Cust25224","VehicleYOM","2012"
"Cust27990","VehicleModel","C300"
"Cust2589","VehicleModel","A3"
"Cust28755","VehicleID","Vehicle7199"
"Cust24401","VehicleYOM","2003"
"Cust37018","VehicleMake","Suburu"
"Cust20974","VehicleModel","CRV"
"Cust16140","VehicleMake","BMW"
"Cust9244","VehicleYOM","2005"
"Cust1841","VehicleID","Vehicle31145"
"Cust38332","VehicleModel","F150"
"Cust34211","VehicleID","Vehicle35730"
"Cust37149","VehicleYOM","2012"
"Cust32249","VehicleMake","Toyota"
"Cust15568","VehicleYOM","2002"
"Cust39067","VehicleYOM","2004"
"Cust11416","VehicleMake","Saab"
"Cust14250","VehicleID","Vehicle32869"
"Cust11804","VehicleMake","Dodge"
"Cust26146","VehicleYOM","2015"
"Cust29633","VehicleModel","Pathfinder"
"Cust8653","VehicleYOM","2013"
"Cust1936","VehicleMake","Toyota"
"Cust30053","VehicleMake","Mercedes"
"Cust30629","VehicleModel","A3"
"Cust17682","VehicleID","Vehicle33304"
"Cust16994","VehicleYOM","2011"
"Cust27588","VehicleMake","Chevrolet"
"Cust30020","VehicleID","Vehicle34837"
"Cust4251","VehicleModel","Grand Cherokee"
"Cust16324","VehicleYOM","2005"
"Cust9445","VehicleYOM","2008"
"Cust21409","VehicleYOM","1997"
"Cust15279","VehicleYOM","2008"
"Cust25392","VehicleID","Vehicle29746"
"Cust4626","VehicleMake","Audi"
"Cust12886","VehicleID","Vehicle18614"
"Cust16366","VehicleID","Vehicle32635"
"Cust12480","VehicleMake","Accura"
"Cust3775","VehicleMake","Mercedes"
"Cust11486","VehicleID","Vehicle27036"
"Cust3404","VehicleMake","BMW"
"Cust34910","VehicleMake","Dodge"
"Cust26298","VehicleMake","Chevrolet"
"Cust36422","VehicleID","Vehicle4875"
"Cust30023","VehicleYOM","1996"
"Cust38553","VehicleYOM","2000"
"Cust13927","VehicleMake","Audi"
"Cust35170","VehicleMake","Accura"
"Cust23900","VehicleID","Vehicle20994"
"Cust24422","VehicleID","Vehicle23187"
"Cust3010","VehicleYOM","2002"
"Cust3199","VehicleMake","Suburu"
"Cust13961","VehicleModel","Pathfinder"
"Cust21656","VehicleModel","92x"
"Cust35095","VehicleMake","Dodge"
"Cust37619","VehicleID","Vehicle37372"
"Cust23935","VehicleID","Vehicle32771"
"Cust29325","VehicleID","Vehicle18735"
"Cust37106","VehicleID","Vehicle4623"
"Cust2300","VehicleModel","M5"
"Cust14709","VehicleMake","Accura"
"Cust17129","VehicleID","Vehicle32910"
"Cust23586","VehicleMake","Accura"
"Cust12352","VehicleModel","Camry"
"Cust39067","VehicleID","Vehicle4214"
"Cust9174","VehicleModel","X6"
"Cust17590","VehicleMake","Volkswagen"
"Cust8594","VehicleMake","Audi"
"Cust13060","VehicleModel","Pathfinder"
"Cust18759","VehicleYOM","2013"
"Cust6087","VehicleMake","Dodge"
"Cust20980","VehicleID","Vehicle18788"
"Cust36631","VehicleModel","RAM"
"Cust33257","VehicleModel","Jetta"
"Cust30079","VehicleYOM","1999"
"Cust30845","VehicleModel","Malibu"
"Cust5574","VehicleYOM","2009"
"Cust34833","VehicleYOM","2005"
"Cust6757","VehicleID","Vehicle13492"
"Cust19794","VehicleModel","TL"
"Cust21379","VehicleID","Vehicle13615"
"Cust1079","VehicleID","Vehicle33101"
"Cust30427","VehicleYOM","2003"
"Cust32807","VehicleID","Vehicle16742"
"Cust10183","VehicleID","Vehicle9177"
"Cust11143","VehicleModel","92x"
"Cust4967","VehicleID","Vehicle6041"
"Cust24457","VehicleID","Vehicle3167"
"Cust29613","VehicleModel","Grand Cherokee"
"Cust4483","VehicleModel","MDX"
"Cust14909","VehicleMake","Toyota"
"Cust32829","VehicleModel","Legacy"
"Cust32841","VehicleModel","Pathfinder"
"Cust31568","VehicleYOM","2007"
"Cust25832","VehicleMake","Honda"
"Cust19159","VehicleYOM","2007"
"Cust15830","VehicleYOM","1996"
"Cust31795","VehicleMake","Dodge"
"Cust29595","VehicleYOM","1999"
"Cust23775","VehicleMake","Volkswagen"
"Cust27239","VehicleMake","Honda"
"Cust34799","VehicleYOM","2003"
"Cust2793","VehicleMake","Suburu"
"Cust36356","VehicleMake","Saab"
"Cust5895","VehicleYOM","2004"
"Cust17045","VehicleYOM","2006"
"Cust25048","VehicleID","Vehicle17246"
"Cust30749","VehicleYOM","2003"
"Cust6820","VehicleYOM","2004"
"Cust2333","VehicleModel","Passat"
"Cust35005","VehicleYOM","2010"
"Cust3441","VehicleModel","ML350"
"Cust13736","VehicleMake","Dodge"
"Cust28587","VehicleMake","Toyota"
"Cust1224","VehicleID","Vehicle19682"
"Cust7080","VehicleYOM","2007"
"Cust32550","VehicleID","Vehicle31782"
"Cust38219","VehicleModel","Pathfinder"
"Cust4403","VehicleMake","Saab"
"Cust10315","VehicleID","Vehicle27105"
"Cust8164","VehicleYOM","2009"
"Cust29895","VehicleMake","Nissan"
"Cust30028","VehicleModel","Neon"
"Cust31319","VehicleID","Vehicle10133"
"Cust27311","VehicleYOM","2003"
"Cust3167","VehicleModel","93"
"Cust6000","VehicleYOM","1999"
"Cust36296","VehicleYOM","2012"
"Cust26397","VehicleYOM","2002"
"Cust37388","VehicleID","Vehicle9268"
"Cust1616","VehicleID","Vehicle31844"
"Cust30178","VehicleID","Vehicle16939"
"Cust4285","VehicleID","Vehicle31843"
"Cust11770","VehicleID","Vehicle21881"
"Cust2715","VehicleMake","???"
"Cust8522","VehicleModel","X5"
"Cust28090","VehicleMake","Chevrolet"
"Cust15482","VehicleModel","E400"
"Cust1221","VehicleModel","Civic"
"Cust2219","VehicleMake","Ford"
"Cust31124","VehicleID","Vehicle24968"
"Cust11485","VehicleID","Vehicle39557"
"Cust12565","VehicleModel","CRV"
"Cust28085","VehicleMake","Toyota"
"Cust22501","VehicleID","Vehicle22571"
"Cust15255","VehicleYOM","2003"
"Cust9293","VehicleModel","X6"
"Cust29943","VehicleID","Vehicle13729"
"Cust23533","VehicleYOM","2009"
"Cust3869","VehicleYOM","1998"
"Cust30147","VehicleMake","Mercedes"
"Cust23615","VehicleID","Vehicle4688"
"Cust32366","VehicleMake","Suburu"
"Cust4374","VehicleID","Vehicle6094"
"Cust19702","VehicleMake","Nissan"
"Cust8806","VehicleID","Vehicle38765"
"Cust17659","VehicleMake","Saab"
"Cust10781","VehicleYOM","2002"
"Cust29113","VehicleModel","Neon"
"Cust29189","VehicleYOM","2007"
"Cust17992","VehicleModel","A3"
"Cust8099","VehicleID","Vehicle10887"
"Cust19937","VehicleMake","Audi"
"Cust5594","VehicleYOM","2004"
"Cust7273","VehicleID","Vehicle39596"
"Cust36463","VehicleYOM","2002"
"Cust13655","VehicleMake","Suburu"
"Cust20090","VehicleID","Vehicle11255"
"Cust25322","VehicleID","Vehicle14228"
"Cust22342","VehicleID","Vehicle27298"
"Cust30170","VehicleModel","E400"
"Cust29040","VehicleYOM","2006"
"Cust6876","VehicleModel","A3"
"Cust11415","VehicleYOM","2009"
"Cust33162","VehicleID","Vehicle36025"
"Cust32632","VehicleMake","Jeep"
"Cust5327","VehicleYOM","2008"
