CustomerID,DateOfIncident,TypeOfIncident,TypeOfCollission,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,IncidentAddress,IncidentTime,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage
Cust9126,15-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State4,City6,Location 1089,12,1,NO,2,2,?,52824,5223,8132,39469
Cust9127,21-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State8,City7,Location 1110,16,3,?,1,1,YES,59591,8993,5959,44639
Cust9128,26-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City6,Location 2095,15,2,NO,0,1,NO,65538,10664,8997,45877
Cust9129,16-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State7,City4,Location 1081,22,3,NO,2,0,NO,65482,13280,6640,45562
Cust9130,26-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State9,City2,Location 1771,8,3,?,2,3,NO,58519,2534,8755,47230
Cust9132,08-02-2015,Vehicle Theft,?,Minor Damage,Police,State9,City7,Location 1917,9,1,NO,2,0,?,3976,335,662,2979
Cust9133,04-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State5,City3,Location 2099,14,3,YES,0,1,?,59246,6549,11016,41681
Cust9134,19-02-2015,Parked Car,?,Minor Damage,None,State9,City7,Location 1473,7,1,?,1,2,YES,5156,717,717,3722
Cust9135,22-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State7,City5,Location 1049,14,2,?,1,3,YES,39637,7652,3826,28159
Cust9136,13-02-2015,Vehicle Theft,?,Minor Damage,Police,State4,City5,Location 1808,6,1,NO,0,2,YES,4827,812,812,3203
Cust9137,02-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State5,City5,Location 1776,8,3,YES,0,1,?,65447,10133,13089,42225
Cust9138,09-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,State5,City6,Location 1835,10,1,YES,2,2,NO,62515,5810,11620,45085
Cust9139,23-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State9,City2,Location 2013,12,3,NO,0,0,YES,37264,6766,3433,27065
Cust9140,06-01-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City2,Location 1823,7,1,NO,1,1,NO,3627,486,486,2655
Cust9142,26-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State7,City5,Location 1670,14,2,?,0,1,YES,70477,6935,11419,52123
Cust9143,22-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State9,City3,Location 1866,7,1,?,1,1,YES,60435,8450,5776,46209
Cust9144,19-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State8,City3,Location 1188,11,1,NO,0,1,YES,48747,4875,9334,34538
Cust9146,05-02-2015,Parked Car,?,Trivial Damage,Police,State3,City2,Location 1289,4,1,NO,1,3,NO,6344,617,1233,4494
Cust9148,08-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State5,City3,Location 1952,5,3,NO,2,3,YES,58557,8642,11324,38591
Cust9149,09-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,State9,City3,Location 1220,19,2,YES,0,1,YES,55802,7965,4784,43053
Cust9150,15-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State5,City2,Location 1498,15,1,NO,0,2,YES,56580,7331,7331,41918
Cust9151,22-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City4,Location 1958,9,1,YES,1,0,NO,57133,4806,9344,42983
Cust9152,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State9,City4,Location 1053,16,1,?,2,3,YES,67564,11930,6851,48783
Cust9153,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State7,City7,Location 1011,13,3,YES,0,3,?,66734,9556,6803,50375
Cust9154,03-01-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 2075,13,1,NO,1,1,YES,5655,1028,625,4002
Cust9155,22-01-2015,Vehicle Theft,?,Trivial Damage,Police,State4,City5,Location 1750,8,1,NO,1,0,NO,6083,955,892,4236
Cust9156,19-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City2,Location 2037,8,1,YES,1,2,NO,63995,12364,8356,43275
Cust9157,29-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State8,City4,Location 1580,13,1,NO,1,1,YES,56405,6085,6085,44235
Cust9158,21-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State7,City5,Location 1102,9,1,?,1,2,NO,76441,14593,9035,52813
Cust9159,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State7,City1,Location 1715,5,3,?,2,1,?,58463,17077,5811,35575
Cust9160,25-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City1,Location 1926,2,3,?,1,1,?,69057,12556,10376,46125
Cust9162,02-03-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State5,City4,Location 1748,17,3,NO,2,3,NO,57183,7220,7220,42743
Cust9163,06-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City5,Location 1186,20,1,NO,0,1,YES,46449,1548,4989,39912
Cust9164,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,State4,City1,Location 1528,11,2,NO,2,2,NO,49918,8936,3944,37038
Cust9167,09-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State5,City3,Location 1217,0,1,NO,2,1,NO,50719,5073,5073,40573
Cust9169,24-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City1,Location 1067,9,1,?,1,1,?,7013,793,927,5293
Cust9172,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State8,City3,Location 1641,16,1,NO,1,2,?,46064,8799,5020,32245
Cust9174,22-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City6,Location 1835,18,3,YES,2,1,NO,61487,6125,6366,48996
Cust9175,10-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State9,City7,Location 1571,16,3,NO,2,1,?,49699,7947,8451,33301
Cust9177,25-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State7,City4,Location 1685,12,3,NO,2,3,YES,66868,12158,6079,48631
Cust9178,27-01-2015,Parked Car,?,Minor Damage,None,State4,City4,Location 1951,2,1,?,1,2,YES,4868,1143,592,3133
Cust9180,10-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State9,City1,Location 1098,11,3,NO,1,2,YES,64710,7848,11372,45490
Cust9181,12-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State9,City7,Location 1479,9,1,NO,2,1,YES,97583,14196,16319,67068
Cust9182,16-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State9,City1,Location 1661,3,3,?,1,3,YES,56105,8349,9551,38205
Cust9184,20-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State9,City2,Location 1998,3,3,?,2,2,NO,66333,6374,12747,47212
Cust9185,27-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State4,City7,Location 1884,4,3,?,2,1,NO,54696,6265,10762,37669
Cust9186,29-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State7,City4,Location 1805,10,1,NO,1,0,YES,59650,5500,11000,43150
Cust9187,22-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State5,City2,Location 1117,17,3,?,0,0,?,46623,8477,7923,30223
Cust9188,07-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State5,City2,Location 1060,14,1,NO,2,2,NO,63186,5415,10232,47539
Cust9189,22-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State9,City1,Location 1231,1,1,YES,0,2,NO,46395,8840,5517,32038
Cust9191,06-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State9,City4,Location 1593,0,1,YES,0,1,NO,84438,12953,12953,58532
Cust9192,29-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,State5,City1,Location 1564,22,3,YES,0,0,?,53749,11536,7912,34301
Cust9193,07-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State5,City3,Location 1609,12,1,YES,1,0,NO,61092,7005,7005,47082
Cust9194,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City4,Location 1621,2,3,YES,1,0,NO,39638,4678,6895,28065
Cust9195,10-01-2015,Parked Car,?,Trivial Damage,None,State5,City6,Location 1751,9,1,NO,0,2,YES,5629,650,843,4136
Cust9196,23-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City7,Location 2062,13,1,?,0,0,NO,79422,12140,7043,60239
Cust9197,17-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City6,Location 1741,12,2,NO,2,0,YES,55623,10231,5116,40276
Cust9199,12-02-2015,Parked Car,?,Minor Damage,Police,State7,City3,Location 1664,7,1,?,0,2,NO,5922,898,628,4396
Cust9200,11-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State7,City4,Location 1115,11,1,NO,0,0,?,63988,7237,12611,44140
Cust9203,08-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State7,City4,Location 1479,19,1,NO,1,0,YES,63627,7888,13935,41804
Cust9205,19-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City2,Location 1823,8,1,?,1,2,NO,3540,636,363,2541
Cust9206,02-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,State6,City3,Location 1749,15,2,YES,2,2,YES,87574,12473,16689,58412
Cust9208,08-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State7,City2,Location 1645,20,3,YES,1,3,?,40796,4533,7825,28438
Cust9211,02-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State4,City7,Location 1718,18,1,NO,0,0,?,71415,13714,7213,50488
Cust9212,17-02-2015,Parked Car,?,Trivial Damage,None,State8,City5,Location 1573,7,1,YES,2,1,YES,5842,977,541,4324
Cust9213,10-02-2015,Parked Car,?,Minor Damage,Police,State5,City5,Location 1504,22,1,YES,0,0,?,37590,3759,3839,29992
Cust9214,03-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City1,Location 1824,4,1,YES,1,1,?,47180,6623,6623,33934
Cust9215,28-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State9,City3,Location 1876,1,1,?,2,0,YES,46347,6781,6781,32785
Cust9216,05-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City6,Location 1673,18,1,NO,1,0,NO,45062,5588,4386,35088
Cust9220,10-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State7,City4,Location 1403,15,3,?,1,2,?,38892,731,4679,33482
Cust9223,18-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State9,City5,Location 2044,19,3,NO,0,2,?,60280,9859,9859,40562
Cust9225,10-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State7,City3,Location 1609,5,3,?,1,1,?,61029,5588,11029,44412
Cust9231,28-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State4,City6,Location 2060,23,1,YES,2,2,?,54012,9820,4910,39282
Cust9232,21-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State8,City7,Location 1729,19,3,NO,0,2,YES,73377,12220,12193,48964
Cust9233,04-01-2015,Vehicle Theft,?,Minor Damage,None,State4,City1,Location 1015,6,1,YES,1,3,?,6047,605,871,4571
Cust9235,09-02-2015,Multi-vehicle Collision,?,Minor Damage,None,State7,City3,Location 2014,11,2,NO,2,1,NO,18970,1897,2556,14517
Cust9236,07-01-2015,Vehicle Theft,?,Trivial Damage,None,State7,City5,Location 1912,10,1,?,2,2,?,6229,611,1221,4397
Cust9238,11-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,State5,City6,Location 1329,15,1,NO,1,1,NO,46025,5857,4902,35266
Cust9239,05-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State7,City1,Location 1845,13,1,YES,1,3,YES,66929,7366,7685,51878
Cust9240,14-02-2015,Parked Car,?,Minor Damage,None,State9,City7,Location 1816,3,1,NO,1,1,NO,3559,438,438,2683
Cust9243,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State5,City7,Location 1546,20,3,?,0,0,?,45548,7723,7723,30102
Cust9244,06-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State9,City1,Location 1242,8,3,?,1,0,NO,42865,4455,6864,31546
Cust9245,22-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State4,City1,Location 1074,6,3,?,2,3,YES,63769,7649,7015,49105
Cust9246,09-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State5,City2,Location 1469,17,1,?,1,0,?,81305,7797,14783,58725
Cust9247,03-02-2015,Vehicle Theft,?,Trivial Damage,None,State7,City5,Location 1912,9,1,?,2,0,?,4389,439,715,3235
Cust9248,15-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State3,City3,Location 1179,19,3,?,0,1,?,60888,6653,5948,48287
Cust9249,12-02-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State9,City2,Location 1971,6,1,NO,0,1,?,66485,11336,11336,43813
Cust9250,22-02-2015,Parked Car,?,Minor Damage,None,State4,City6,Location 1723,19,1,NO,1,3,?,2401,300,300,1801
Cust9252,24-01-2015,Vehicle Theft,?,Minor Damage,Police,State9,City7,Location 1103,4,1,?,1,1,NO,5267,566,566,4135
Cust9253,10-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,State9,City2,Location 2054,5,1,?,1,2,NO,62897,6386,6279,50232
Cust9254,03-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State7,City4,Location 2051,19,3,NO,0,2,NO,61303,6221,6221,48861
Cust9257,08-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State7,City3,Location 1652,20,3,NO,0,1,YES,70379,15998,8171,46210
Cust9258,14-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State5,City3,Location 1905,10,1,?,2,3,?,94663,13770,11253,69640
Cust9259,02-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State3,City5,Location 1168,18,3,YES,2,1,YES,69133,13944,7119,48070
Cust9260,25-01-2015,Vehicle Theft,?,Minor Damage,None,State8,City3,Location 1747,5,1,YES,2,2,?,4840,880,776,3184
Cust9261,19-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State4,City6,Location 1162,7,2,NO,2,1,?,63691,6799,6799,50093
Cust9262,20-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,State9,City7,Location 2021,14,1,NO,2,2,YES,65726,9492,7790,48444
Cust9265,05-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,State9,City5,Location 1001,3,1,?,1,1,?,92011,13986,15605,62420
Cust9266,12-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State4,City1,Location 1448,7,3,NO,1,0,NO,53528,5353,5353,42822
Cust9267,11-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City7,Location 1413,15,3,YES,2,1,?,67419,12276,4870,50273
Cust9268,12-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State7,City4,Location 1250,15,1,YES,0,1,YES,82173,14707,7354,60112
Cust9269,18-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State4,City6,Location 1914,18,3,NO,0,0,NO,52701,5670,5670,41361
Cust9270,21-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,State5,City1,Location 1394,6,3,YES,2,2,NO,82349,13087,6926,62336
Cust9271,30-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State7,City3,Location 1119,13,1,YES,0,1,?,85113,12041,15083,57989
Cust9272,10-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City3,Location 1070,13,3,?,0,2,?,46279,1736,6115,38428
Cust9273,08-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State9,City5,Location 1192,7,1,NO,0,2,?,61247,7005,6748,47494
Cust9274,18-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State5,City7,Location 2086,19,1,?,1,2,NO,69181,11413,11764,46004
Cust9275,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State5,City4,Location 2046,17,2,?,2,3,NO,62265,5660,11321,45284
Cust9276,11-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City2,Location 1258,14,3,YES,2,1,?,60339,6983,8415,44941
Cust9277,03-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State9,City2,Location 1526,11,1,?,0,3,NO,79487,8639,13039,57809
Cust9279,10-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,State7,City3,Location 1388,8,3,YES,1,0,?,74627,12998,6947,54682
Cust9281,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,State8,City5,Location 1960,1,1,?,0,0,NO,71752,10350,11345,50057
Cust9282,26-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State5,City4,Location 2003,17,3,NO,0,3,NO,57055,5187,10374,41494
Cust9283,11-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,State4,City7,Location 1373,1,1,NO,0,0,NO,70074,11383,7007,51684
Cust9284,29-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City3,Location 1562,12,4,YES,0,0,?,62600,10326,10487,41787
Cust9287,31-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,State5,City2,Location 1676,7,1,?,0,1,YES,55685,57,6231,49397
Cust9288,08-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State5,City3,Location 1301,22,1,YES,0,3,YES,63554,10701,10050,42803
Cust9289,14-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State7,City4,Location 1061,1,3,?,1,2,?,45034,5146,4986,34902
Cust9290,15-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City7,Location 1566,14,1,?,2,3,?,70389,8818,12299,49272
Cust9292,02-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,State4,City5,Location 1270,18,1,YES,2,1,NO,99304,7639,15277,76388
Cust9293,01-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State4,City4,Location 1820,15,3,?,2,1,YES,67660,14277,8069,45314
Cust9294,18-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State7,City3,Location 1134,11,1,NO,2,3,?,67660,9211,9211,49238
Cust9295,05-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State7,City7,Location 1160,4,1,?,1,1,YES,85549,8786,13957,62806
Cust9296,13-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City2,Location 1254,-5,4,?,1,2,YES,MISSEDDATA,7150,7150,43246
Cust9299,17-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,State4,City1,Location 2010,4,1,NO,2,1,NO,96791,12373,16664,67754
Cust9300,16-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State9,City6,Location 1886,20,1,YES,2,1,NO,82554,16214,16214,50126
Cust9301,16-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State8,City3,Location 1164,3,1,?,1,2,NO,46513,5032,5032,36449
Cust9302,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State7,City4,Location 1336,11,1,?,1,1,YES,70997,13180,6590,51227
Cust9303,26-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State5,City4,Location 1380,13,1,YES,2,3,NO,81066,7265,14530,59271
Cust9304,20-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State7,City3,Location 1070,12,2,?,2,2,?,69516,12639,6320,50557
Cust9305,23-01-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City6,Location 1790,5,1,?,1,1,?,5223,615,615,3993
Cust9306,21-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State5,City2,Location 2066,1,1,YES,1,1,NO,68984,6596,6596,55792
Cust9307,28-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City7,Location 1871,8,3,?,1,0,?,54684,8141,8141,38402
Cust9310,23-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State9,City3,Location 1964,1,1,?,2,3,?,70943,12409,7429,51105
Cust9311,27-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,State5,City7,Location 1301,19,1,NO,0,2,YES,66588,8201,13307,45080
Cust9312,17-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,State5,City7,Location 1495,8,2,?,0,2,NO,50339,10728,2729,36882
Cust9314,06-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City2,Location 1710,11,3,?,1,2,NO,68033,8738,8364,50931
Cust9315,09-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State4,City2,Location 1270,20,1,YES,2,0,NO,67349,6945,6945,53459
Cust9316,19-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State8,City1,Location 1701,7,1,YES,0,3,YES,75365,7527,14959,52879
Cust9317,23-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State4,City5,Location 1268,20,3,NO,1,3,?,55384,9198,9198,36988
Cust9318,14-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,State7,City7,Location 1732,14,3,YES,1,2,?,58689,5812,6378,46499
Cust9319,27-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State7,City4,Location 1014,2,3,NO,1,2,NO,80632,7333,14666,58633
Cust9320,12-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State8,City3,Location 1079,19,1,?,1,3,NO,40035,3851,6540,29644
Cust9321,03-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State7,City1,Location 2051,19,3,NO,0,2,NO,63997,6330,7026,50641
Cust9324,07-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Police,State9,City6,Location 1162,3,1,NO,2,0,?,59177,5934,5934,47309
Cust9326,25-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State7,City7,Location 1459,11,3,?,2,2,?,60423,12421,7720,40282
Cust9327,28-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State9,City6,Location 1163,13,3,NO,2,2,?,68160,8250,8250,51660
Cust9328,18-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City5,Location 1192,13,1,?,1,1,?,69238,13572,6786,48880
Cust9330,16-01-2015,Parked Car,?,Trivial Damage,Police,State7,City2,Location 1660,4,1,NO,1,1,YES,4075,741,650,2684
Cust9331,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State9,City3,Location 1804,11,1,?,0,2,?,57881,11227,6050,40604
Cust9333,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State4,City4,Location 1454,13,3,?,2,0,NO,59415,11883,8079,39453
Cust9335,16-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State5,City6,Location 2020,10,1,?,2,3,NO,56396,5676,10991,39729
Cust9336,22-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,State7,City6,Location 1676,4,1,?,0,1,YES,54328,2020,7608,44700
Cust9338,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State3,City1,Location 1168,14,3,NO,1,3,YES,74093,13930,12033,48130
Cust9339,17-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State7,City2,Location 1241,7,3,?,0,3,?,31595,3519,5615,22461
Cust9340,22-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,State5,City1,Location 1701,10,1,YES,0,3,YES,75145,8640,14466,52039
Cust9341,04-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State8,City7,Location 1616,7,1,?,2,2,YES,55079,3757,8477,42845
Cust9342,03-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City2,Location 1689,8,3,?,0,2,NO,53006,8963,5718,38325
Cust9344,07-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,State5,City1,Location 2088,4,3,?,1,3,NO,74216,6905,13809,53502
Cust9345,03-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State8,City1,Location 1073,13,2,YES,1,1,NO,59222,11275,8483,39464
Cust9347,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State8,City5,Location 1720,10,1,?,2,2,YES,63803,12004,8880,42919
Cust9348,15-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State7,City6,Location 1291,10,1,?,2,3,NO,59045,6252,11809,40984
Cust9349,09-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State4,City4,Location 1557,10,3,?,1,0,NO,44993,5898,4499,34596
Cust9350,20-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,State7,City7,Location 1134,21,1,NO,1,3,?,82079,19939,13486,48654
Cust9351,03-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State3,City2,Location 1300,8,3,YES,2,1,YES,75139,15028,7514,52597
Cust9353,13-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City3,Location 1070,13,3,NO,1,2,?,53408,5193,6146,42069
Cust9355,21-01-2015,Parked Car,?,Minor Damage,None,State4,City2,Location 1937,5,1,?,0,2,NO,2913,509,293,2111
Cust9356,05-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State4,City4,Location 1386,7,1,?,0,2,?,52780,6077,9028,37675
Cust9360,18-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,State4,City1,Location 1833,10,1,YES,1,2,YES,63189,7021,7021,49147
Cust9361,14-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State3,City1,Location 1397,2,4,NO,2,2,NO,47913,4755,9510,33648
Cust9362,28-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State5,City2,Location 1165,13,1,YES,1,2,NO,52285,5325,7970,38990
Cust9363,14-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State7,City6,Location 1333,11,1,NO,1,3,NO,82444,7495,14990,59959
Cust9365,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State4,City5,Location 2085,1,4,?,0,0,?,64430,5928,11081,47421
Cust9366,20-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State4,City7,Location 1849,19,3,?,1,1,NO,59387,6030,8817,44540
Cust9368,01-01-2015,Parked Car,?,Trivial Damage,Police,State4,City3,Location 1837,6,1,?,1,2,NO,6306,631,1261,4414
Cust9369,25-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State7,City3,Location 1119,15,1,YES,1,0,?,70613,4671,16150,49792
Cust9371,05-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,State4,City6,Location 1930,4,1,?,2,0,?,67275,8844,6198,52233
Cust9372,14-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,State7,City6,Location 1734,12,1,NO,1,3,NO,81902,7446,14891,59565
Cust9373,06-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Police,State7,City1,Location 1396,6,2,NO,2,0,?,53433,5935,5935,41563
